MOHCD Development ID,Development Name,Planning Approval Address,Marketing Address,Development Zip Code,Latitude and Longitude (Latitude),Latitude and Longitude (Longitude),Supervisor District,City Analysis Neighborhood,Planning Neighborhood,OCII Project Area,Lead Agency,Tenure,Development Type,Housing Program,Estimated/Actual Construction Start Date,# Income-Restricted Residential Units,# SRO Units,# Studios Units,# 1 Bedroom Units,# 2 Bedroom Units,# 3 Bedroom Units,# 4 Bedroom Units,# 5+ Bedroom Units,# Senior Units,# TAY Units,# Homeless Units,# LOSP Units,# VASH Units,# Market Rate Units,# Manager Units,Location
2004-014,475 Tehama,475 Tehama St,475 Tehama St,94103,37.7796598,-122.4059108,6,South of Market,South of Market,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4059108 37.7796598)
1980-015,498 Waller,498 Waller St,498 Waller St,94117,37.7711796,-122.4317941,5,Hayes Valley,Western Addition,Not in an OCII Project Area,MOHCD,Ownership,Rehabilitation,Condo Conversion Program,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4317941 37.7711796)
2004-011,520 Chestnut,520 Chestnut St,520 Chestnut St,94133,37.8042157,-122.412172,3,North Beach,North Beach,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.412172 37.8042157)
2002-014,525 Gough,527 Gough St,525 Gough St,94102,37.7783444,-122.4235372,5,Hayes Valley,Western Addition,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,POINT (-122.4235372 37.7783444)
2011-021,537 Natoma,537-541 Natoma St,537 Natoma St,94103,37.779383,-122.408459,6,South of Market,South of Market,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,POINT (-122.408459 37.779383)
1999-006,545 Leavenworth,545 Leavenworth St,545 Leavenworth St,94109,37.7861514,-122.4150038,5,Tenderloin,Downtown/Civic Center,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4150038 37.7861514)
1989-001,550 South Van Ness,550 South Van Ness Ave,550 South Van Ness Ave,94110,37.764336,-122.4179396,9,Mission,Mission,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4179396 37.764336)
2007-016,555 Bartlett Street,3400 Cesar Chavez St,555 Bartlett St,94110,37.7484221,-122.4190361,9,Mission,Mission,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,,9,0,2,3,3,1,0,0,0,0,0,0,0,0,0,POINT (-122.4190361 37.7484221)
1984-013,560 Presidio,560 Presidio Ave,560 Presidio Ave,94115,37.7865357,-122.4464142,2,Presidio Heights,Western Addition,Not in an OCII Project Area,MOHCD,Ownership,Rehabilitation,Condo Conversion Program,,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4464142 37.7865357)
2011-023,574 Natoma,574 Natoma St,574 Natoma St,94103,37.7790184,-122.4094507,6,South of Market,South of Market,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4094507 37.7790184)
2005-021,5800 Third,5800 3rd St,5800 3rd St,94124,37.7254252,-122.394737,10,Bayview Hunters Point,Bayview,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,,17,0,0,4,9,4,0,0,0,0,0,0,0,0,0,POINT (-122.394737 37.7254252)
1980-014,5853 Mission,5853 Mission St,5853 Mission St,94112,37.7089284,-122.4514649,11,Excelsior,Crocker Amazon,Not in an OCII Project Area,MOHCD,Ownership,Rehabilitation,Condo Conversion Program,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4514649 37.7089284)
1983-010,595 12th,595 12th Ave,595 12th Ave,94118,37.7772444,-122.4706434,1,Inner Richmond,Inner Richmond,Not in an OCII Project Area,MOHCD,Ownership,Rehabilitation,Condo Conversion Program,,11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4706434 37.7772444)
2004-010,6 Mint Plaza,418-420 Jessie St,6 Mint Plz,94103,37.7830679,-122.407902,6,South of Market,South of Market,Not in an OCII Project Area,MOHCD,Ownership,Adaptive Reuse,Inclusionary Housing Program,,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.407902 37.7830679)
2010-019,616 20th,616 20th St,616 20th St,94107,37.7607161,-122.38801,10,Potrero Hill,Potrero Hill,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,POINT (-122.38801 37.7607161)
1982-012,620 Lake,620 Lake St,620 Lake St,94118,37.7867941,-122.4662952,1,Inner Richmond,Inner Richmond,Not in an OCII Project Area,MOHCD,Ownership,Rehabilitation,Condo Conversion Program,,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4662952 37.7867941)
2004-020,625 Divisadero,625 Divisadero St,625 Divisadero St,94117,37.7753132,-122.4381631,5,Hayes Valley,Haight Ashbury,Not in an OCII Project Area,MOHCD,Ownership,Rehabilitation,Condo Conversion Program,,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4381631 37.7753132)
2002-008,638 19th,2196 3rd St,638 19th St,94107,37.762084,-122.389011,10,Potrero Hill,Potrero Hill,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,POINT (-122.389011 37.762084)
1983-008,65 Hermann,65 Herman St,65 Herman St,94102,37.7705138,-122.4261534,8,Hayes Valley,Western Addition,Not in an OCII Project Area,MOHCD,Ownership,Rehabilitation,Condo Conversion Program,,12,0,0,1,2,0,0,0,0,0,0,0,0,0,0,POINT (-122.4261534 37.7705138)
1997-002,672-676 Clipper,672 Clipper St,672-676 Clipper St,94114,37.7488322,-122.4394286,8,Noe Valley,Noe Valley,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,POINT (-122.4394286 37.7488322)
1993-001,68 McCoppin,68 McCoppin St,68 McCoppin St,94103,37.77182,-122.4219061,6,Mission,South of Market,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4219061 37.77182)
1988-009,682 Waller,682 Waller St,682 Waller St,94117,37.7707831,-122.4348703,5,Haight Ashbury,Western Addition,Not in an OCII Project Area,MOHCD,Ownership,Rehabilitation,Condo Conversion Program,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4348703 37.7707831)
2003-006,69 Clementina,61-69 Clementina St,69 Clementina St,94105,37.7864296,-122.3964186,6,Financial District/South Beach,Financial District,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,POINT (-122.3964186 37.7864296)
2017-017,719 Larkin Street,719 Larkin St,719 Larkin St,94109,37.7845263,-122.4180884,5,Tenderloin,Downtown/Civic Center,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,03/05/2018,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4180884 37.7845263)
2013-017,72 Townsend,72 Townsend St,72 Townsend St,94107,37.7814201,-122.390216,6,Financial District/South Beach,South of Market,Rincon Point-South Beach,OCII,Ownership,New Construction,Limited Equity Program,08/29/2013,7,0,0,3,4,0,0,0,0,0,0,0,0,0,0,POINT (-122.390216 37.7814201)
2006-014,723 Taylor,723 Taylor St,723 Taylor St,94108,37.7892083,-122.4122205,3,Nob Hill,Downtown/Civic Center,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4122205 37.7892083)
2006-019,725 Pine,725 Pine St,725 Pine St,94108,37.7910543,-122.4077447,3,Nob Hill,Chinatown,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4077447 37.7910543)
2005-009,74 New Montgomery,74 New Montgomery St,74 New Montgomery St,94105,37.7874649,-122.4012865,6,Financial District/South Beach,Financial District,Not in an OCII Project Area,MOHCD,Ownership,Adaptive Reuse,Inclusionary Housing Program,,11,0,4,5,2,0,0,0,0,0,0,0,0,0,0,POINT (-122.4012865 37.7874649)
1987-009,740 Fell,740 Fell St,740 Fell St,94117,37.7751521,-122.4300548,5,Hayes Valley,Western Addition,Not in an OCII Project Area,MOHCD,Ownership,Rehabilitation,Condo Conversion Program,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4300548 37.7751521)
2000-005,745 Clement,745 Diamond St,745 Clement St,94118,37.782535,-122.4673787,1,Inner Richmond,Inner Richmond,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,POINT (-122.4673787 37.782535)
2007-006,75 Moss,75 Moss St,75 Moss St,94103,37.7776077,-122.4076121,6,South of Market,South of Market,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,POINT (-122.4076121 37.7776077)
1989-019,768 Francisco,768 Francisco St,768 Francisco St,94133,37.8043889,-122.4178433,3,Russian Hill,Russian Hill,Not in an OCII Project Area,MOHCD,Ownership,Rehabilitation,Condo Conversion Program,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4178433 37.8043889)
2002-005,77 Van Ness,77 Van Ness Ave,77 Van Ness Ave,94102,37.7760549,-122.4199372,6,Hayes Valley,Downtown/Civic Center,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,,6,0,0,4,2,0,0,0,0,0,0,0,0,0,0,POINT (-122.4199372 37.7760549)
2003-024,776 Tehama,776 Tehama St,776 Tehama St,94103,37.7749615,-122.4123732,6,South of Market,South of Market,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,POINT (-122.4123732 37.7749615)
2005-001,788 Minna,121 9th St,788 Minna St,94103,37.7760491,-122.4140958,6,South of Market,South of Market,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4140958 37.7760491)
2013-065,8 Jordan,8 Jordan Ave,8 Jordan Ave,94118,37.7858318,-122.4566758,2,Presidio Heights,Presidio Heights,Not in an OCII Project Area,MOHCD,Ownership,Rehabilitation,Condo Conversion Program,,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,POINT (-122.4566758 37.7858318)
2003-027,8 Landers,8 Landers St,8 Landers St,94114,37.7675562,-122.4279795,8,Castro/Upper Market,Castro/Upper Market,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4279795 37.7675562)
2012-025,8 Octavia,8 Octavia Blvd,8 Octavia Blvd,94102,37.7726231,-122.4234103,6,Hayes Valley,Western Addition,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,,7,0,2,0,5,0,0,0,0,0,0,0,0,0,0,POINT (-122.4234103 37.7726231)
1994-001,81 Lansing Street,81 Lansing St,81 Lansing St,94105,37.7856795,-122.3943165,6,Financial District/South Beach,South of Market,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.3943165 37.7856795)
2014-028,815 Tennessee,815-825 Tennessee St,815 Tennessee St,94107,37.7614764,-122.3892934,10,Potrero Hill,Potrero Hill,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,08/31/2016,10,0,0,4,5,1,0,0,0,0,0,0,0,0,0,POINT (-122.3892934 37.7614764)
2014-005,832 Sutter,832 Sutter St,832 Sutter St,94109,37.7887783,-122.4142074,3,Nob Hill,Downtown/Civic Center,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,01/28/2015,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4142074 37.7887783)
2009-014,870 Harrison,870 Harrison St,870 Harrison St,94107,37.7797695,-122.401375,6,South of Market,South of Market,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,POINT (-122.401375 37.7797695)
2003-008,88 Townsend,88 Townsend St,88 Townsend St,94107,37.78107,-122.390418,6,Financial District/South Beach,South of Market,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,,13,0,5,7,1,0,0,0,0,0,0,0,0,0,0,POINT (-122.390418 37.78107)
2003-007,888 7th Street,601 King St,888 7th St,94107,37.7705534,-122.4004057,6,Mission Bay,South of Market,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,,170,0,12,51,77,29,1,0,0,0,0,0,0,0,0,POINT (-122.4004057 37.7705534)
1984-017,90 6th,90 6th Ave,90 6th Ave,94118,37.786906,-122.464544,1,Inner Richmond,Inner Richmond,Not in an OCII Project Area,MOHCD,Ownership,Rehabilitation,Condo Conversion Program,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.464544 37.786906)
2003-022,901 Bayshore Blvd,901-933 Bayshore Blvd,901 Bayshore Blvd,94124,37.7326967,-122.4042956,10,Bayview Hunters Point,Bayview,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4042956 37.7326967)
2008-022,901 Bush,901 Bush St,901 Bush St,94109,37.7895319,-122.4122348,3,Nob Hill,Downtown/Civic Center,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,,5,0,2,2,1,0,0,0,0,0,0,0,0,0,0,POINT (-122.4122348 37.7895319)
1995-023,901 Powell,901 Powell St,901 Powell St,94108,37.7930687,-122.4096512,3,Nob Hill,Nob Hill,Not in an OCII Project Area,MOHCD,Ownership,Rehabilitation,Condo Conversion Program,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4096512 37.7930687)
2015-022,901 Tennessee,901 Tennessee St,901 Tennessee St,94107,37.760305,-122.3892009,10,Potrero Hill,Potrero Hill,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,12/07/2017,6,0,2,2,2,0,0,0,0,0,0,0,0,0,0,POINT (-122.3892009 37.760305)
1991-012,919 Florida,919 Florida St,919 Florida St,94110,37.7567095,-122.410203,9,Mission,Mission,Not in an OCII Project Area,MOHCD,Ownership,Rehabilitation,Condo Conversion Program,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.410203 37.7567095)
1989-018,921 Florida,921 Florida St,921 Florida St,94110,37.7567071,-122.4102497,9,Mission,Mission,Not in an OCII Project Area,MOHCD,Ownership,Rehabilitation,Condo Conversion Program,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4102497 37.7567071)
1998-006,929 Vermont,945 Vermont St,929 Vermont St,94107,37.7579157,-122.4036669,10,Potrero Hill,Potrero Hill,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,POINT (-122.4036669 37.7579157)
1993-019,953 Clayton,953 Clayton St,953 Clayton St,94117,37.7642979,-122.447606,8,Haight Ashbury,Haight Ashbury,Not in an OCII Project Area,MOHCD,Ownership,Rehabilitation,Condo Conversion Program,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.447606 37.7642979)
1987-006,972 Bush,972 Bush St,972 Bush St,94109,37.7898574,-122.4133003,3,Nob Hill,Nob Hill,Not in an OCII Project Area,MOHCD,Ownership,Rehabilitation,Condo Conversion Program,,22,0,11,11,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4133003 37.7898574)
2014-036,99 Rausch,1140 Folsom St,99 Rausch St,94103,37.7762348,-122.4090223,6,South of Market,South of Market,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,05/20/2016,13,0,1,7,5,0,0,0,0,0,0,0,0,0,0,POINT (-122.4090223 37.7762348)
2011-037,Agency Share Loan Program (WA-A2),0,1150 Pierce St,94115,37.7805704,-122.4350235,5,Western Addition,Western Addition,Western Addition-Area 2,SFRA,Ownership,Rehabilitation,Limited Equity Program,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4350235 37.7805704)
1984-023,Amancio Ergina Village,1348 Scott St,1348 Scott St,94115,37.7823661,-122.4374041,5,Western Addition,Western Addition,Not in an OCII Project Area,MOHCD,Ownership,New Construction,City Second Loan Program,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4374041 37.7823661)
2007-021,Armstrong Townhomes,5600 03rd St,1740-1780 Bancroft Ave,94124,37.726861,-122.3947797,10,Bayview Hunters Point,Bayview,Bayview Hunters Point,SFRA,Ownership,New Construction,Limited Equity Program,,124,0,0,0,52,48,24,0,0,0,0,0,0,0,0,POINT (-122.3947797 37.726861)
2008-039,Bay Oaks Homes,4800 03rd St,4800 3rd St,94124,37.734788,-122.3909973,10,Bayview Hunters Point,Bayview,Bayview Hunters Point,SFRA,Ownership,New Construction,Limited Equity Program,,18,0,0,12,6,0,0,0,0,0,0,0,0,0,0,POINT (-122.3909973 37.734788)
2005-002,Bayshore,2424 Bayshore Blvd,2428 Bayshore Blvd,94134,37.710971,-122.404376,10,Visitacion Valley,Visitacion Valley,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,,12,0,0,1,10,1,0,0,0,0,0,0,0,0,0,POINT (-122.404376 37.710971)
2007-013,Bayside Vista,2011 Bayshore Blvd,248 Lauren Ct,94134,37.714364,-122.39875,10,Bayview Hunters Point,Visitacion Valley,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,,6,0,0,0,3,3,0,0,0,0,0,0,0,0,0,POINT (-122.39875 37.714364)
1998-025,Bell Mews,1302-1310 Divisadero St,1302-1310 Divisadero St,94115,37.7817163,-122.4389493,5,Western Addition,Western Addition,Western Addition-Area 2,SFRA,Ownership,New Construction,Limited Equity Program,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4389493 37.7817163)
2009-018,Blanc,1080 Sutter St,1080 Sutter St,94109,37.788251,-122.418101,3,Nob Hill,Downtown/Civic Center,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,05/07/2012,4,0,0,0,2,2,0,0,0,0,0,0,0,0,0,POINT (-122.418101 37.788251)
2004-012,Book Concern Building,83 McAllister St,83 McAllister St,94102,37.7806658,-122.413234,5,Tenderloin,Downtown/Civic Center,Not in an OCII Project Area,MOHCD,Ownership,Adaptive Reuse,Inclusionary Housing Program,,6,0,5,0,1,0,0,0,0,0,0,0,0,0,0,POINT (-122.413234 37.7806658)
1997-007,Bridgeview,400 Beale St,400 Beale St,94105,37.7870715,-122.3909973,6,Financial District/South Beach,South of Market,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,,24,0,0,12,11,1,0,0,0,0,0,0,0,0,0,POINT (-122.3909973 37.7870715)
2011-039,Broadway Court,1769 Broadway,1769 Broadway,94109,37.7951109,-122.4261835,2,Pacific Heights,Pacific Heights,Not in an OCII Project Area,MOHCD,Ownership,Rehabilitation,Condo Conversion Program,,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4261835 37.7951109)
2003-016,Broderick Place,1275 Fell St,350 Broderick St,94117,37.7734043,-122.4389454,5,Hayes Valley,Haight Ashbury,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,,8,0,0,3,5,0,0,0,0,0,0,0,0,0,0,POINT (-122.4389454 37.7734043)
2007-023,Buchanan Lane,1300 Eddy St,1301 Buchanan St,94115,37.781947,-122.429258,5,Western Addition,Western Addition,Western Addition-Area 2,SFRA,Ownership,New Construction,Limited Equity Program,,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,POINT (-122.429258 37.781947)
2005-013,Candlestick Cove,101 Executive Park Blvd,101 Executive Park Blvd,94134,37.71228,-122.3939846,10,Bayview Hunters Point,Bayview,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,,25,0,0,0,4,11,10,0,0,0,0,0,0,0,0,POINT (-122.3939846 37.71228)
2002-015,"Candlestick Point - The Cove, Phase 1",150 Executive Park Blvd,1&101 Crescent Way,94134,37.7111399,-122.3897907,10,Bayview Hunters Point,Bayview,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,,14,0,0,2,11,1,0,0,0,0,0,0,0,0,0,POINT (-122.3897907 37.7111399)
2005-014,"Candlestick Point - The Cove, Phase 2",201 Crescent Way,401 Crescent Ct,94134,37.711395,-122.388107,10,Bayview Hunters Point,Bayview,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,,18,0,0,5,10,3,0,0,0,0,0,0,0,0,0,POINT (-122.388107 37.711395)
1996-017,Candlestick View,Kiska Rd & Ingalls St,1-71 Kiska Rd,94124,37.7305132,-122.3788916,10,Bayview Hunters Point,Bayview,Bayview Hunters Point,SFRA,Ownership,New Construction,Limited Equity Program,,38,0,0,0,1,4,0,0,0,0,0,0,0,0,0,POINT (-122.3788916 37.7305132)
2001-009,Chelsea Park,3620 19th St,3620 19th St,94110,37.7601403,-122.4242952,8,Mission,Mission,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,,5,0,0,2,3,0,0,0,0,0,0,0,0,0,0,POINT (-122.4242952 37.7601403)
2005-031,Citrino,566 South Van Ness Ave,566 South Van Ness Ave,94110,37.7639953,-122.4176979,9,Mission,Mission,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,POINT (-122.4176979 37.7639953)
1992-015,City View,32 Progress St,1-57 Progress St,94124,37.7333556,-122.3836104,10,Bayview Hunters Point,Bayview,Bayview Hunters Point,SFRA,Ownership,New Construction,Limited Equity Program,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.3836104 37.7333556)
1993-016,Crystal Villa,555 Cambridge St,1328-1408 Bacon St,94134,37.7245882,-122.4159551,9,Portola,Excelsior,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,,10,0,0,0,0,5,5,0,0,0,0,0,0,0,0,POINT (-122.4159551 37.7245882)
2005-036,Cubix,766 Harrison St,766 Harrison St,94107,37.7816524,-122.3991845,6,South of Market,South of Market,Yerba Buena Center,SFRA,Ownership,New Construction,Limited Equity Program,,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.3991845 37.7816524)
1980-012,Dolores Plaza,340 Guerrero St,3250 16th St,94103,37.765,-122.42521,8,Mission,Mission,Not in an OCII Project Area,MOHCD,Ownership,Rehabilitation,Condo Conversion Program,,25,0,4,12,6,1,0,0,0,0,0,0,0,0,0,POINT (-122.42521 37.765)
2018-006,Elevant,555 Golden Gate Ave,555 Golden Gate Ave,94102,37.7808655,-122.4196054,5,Tenderloin,Downtown/Civic Center,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,05/13/2019,7,0,0,2,5,0,0,0,0,0,0,0,0,0,0,POINT (-122.4196054 37.7808655)
1995-001,Embarcadero Lofts,301 Folsom St,300 Beale St,94105,37.7881762,-122.3925217,6,Financial District/South Beach,South of Market,Not in an OCII Project Area,MOHCD,Ownership,Adaptive Reuse,Inclusionary Housing Program,,6,0,2,3,1,0,0,0,0,0,0,0,0,0,0,POINT (-122.3925217 37.7881762)
1979-003,Endicott Court (Affordable Condo Program) (WA-A2),1945 O'Farrell St,1939-1965 O'Farrell St,94115,37.7825608,-122.4367155,5,Western Addition,Western Addition,Western Addition-Area 2,SFRA,Ownership,Rehabilitation,Limited Equity Program,,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4367155 37.7825608)
1980-010,Fella Place,5 Fella St,5 Fella Pl,94108,37.7908534,-122.4084083,3,Nob Hill,Chinatown,Not in an OCII Project Area,MOHCD,Ownership,Rehabilitation,Condo Conversion Program,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4084083 37.7908534)
2011-017,Fifteen Fifteen,1501-1515 15th St,1515 15th St,94103,37.7665977,-122.4181501,9,Mission,Mission,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,,7,0,1,1,5,0,0,0,0,0,0,0,0,0,0,POINT (-122.4181501 37.7665977)
2007-024,Fillmore Heritage,1300 Fillmore St,1310 Fillmore St,94115,37.7816647,-122.4321387,5,Western Addition,Western Addition,Western Addition-Area 2,SFRA,Ownership,New Construction,Limited Equity Program,,12,0,0,5,6,1,0,0,0,0,0,0,0,0,0,POINT (-122.4321387 37.7816647)
2010-024,Fillmore Park,1345 Turk St,1345 Turk St,94115,37.780318,-122.431231,5,Western Addition,Western Addition,Western Addition-Area 2,SFRA,Ownership,New Construction,Limited Equity Program,,32,0,0,7,17,8,0,0,0,0,0,0,0,0,0,POINT (-122.431231 37.780318)
1990-019,Fulton Grove,555 Cambridge St,1328 Bacon St,94134,37.7245882,-122.4159551,9,Portola,Excelsior,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,POINT (-122.4159551 37.7245882)
1997-020,Garnett Terrace,2-98 Garnett Ter,2-98 Garnett Ter,94124,37.733184,-122.3821456,10,Bayview Hunters Point,Bayview,Bayview Hunters Point,SFRA,Ownership,New Construction,Limited Equity Program,,28,0,0,1,1,1,0,0,0,0,0,0,0,0,0,POINT (-122.3821456 37.733184)
2002-013,Glen Park Marketplace,2815 Diamond St,53 Wilder St,94131,37.7339289,-122.4334952,8,Glen Park,Glen Park,Not in an OCII Project Area,MOHCD,Ownership,New Construction,Inclusionary Housing Program,,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,POINT (-122.4334952 37.7339289)
1996-016,Golden Gate Terrace (Affordable Condo Program) (WA-A2),1400 Golden Gate Ave,1400-1412 Golden Gate Ave,94115,37.7795061,-122.4337916,5,Western Addition,Western Addition,Western Addition-Area 2,SFRA,Ownership,Rehabilitation,Limited Equity Program,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4337916 37.7795061)
1981-009,Goldmine Hill,60 Ora Way,45-95 Ora Way,94131,37.741646,-122.4372133,8,Glen Park,Diamond Heights,Not in an OCII Project Area,MOHCD,Ownership,Rehabilitation,Condo Conversion Program,,177,0,37,135,32,0,0,0,0,0,0,0,0,28,0,POINT (-122.4372133 37.741646)
